class index,filepaths,labels,card type,data set
38,augmented/train/six of spades/023_rot90_noisy.png,six of spades,six,augmented_train
50,augmented/train/nine of diamonds/018_rot270_noisy.png,nine of diamonds,nine,augmented_train
16,augmented/train/six of hearts/020_rot90_noisy.png,six of hearts,six,augmented_train
25,augmented/train/four of spades/017_rot180_noisy.png,four of spades,four,augmented_train
3,augmented/train/jack of spades/027_rot270_noisy.png,jack of spades,jack,augmented_train
50,augmented/train/nine of diamonds/020_rot90_noisy.png,nine of diamonds,nine,augmented_train
33,augmented/train/four of clubs/027_rot270_noisy.png,four of clubs,four,augmented_train
14,augmented/train/ten of diamonds/024_rot90_noisy.png,ten of diamonds,ten,augmented_train
29,augmented/train/three of diamonds/013_rot180_clean.png,three of diamonds,three,augmented_train
9,augmented/train/four of hearts/027_rot180_clean.png,four of hearts,four,augmented_train
50,augmented/train/nine of diamonds/019_rot270_noisy.png,nine of diamonds,nine,augmented_train
8,augmented/train/eight of diamonds/034_rot180_clean.png,eight of diamonds,eight,augmented_train
17,augmented/train/two of spades/028_rot180_noisy.png,two of spades,two,augmented_train
40,augmented/train/three of clubs/025_rot180_clean.png,three of clubs,three,augmented_train
40,augmented/train/three of clubs/026_rot270_noisy.png,three of clubs,three,augmented_train
32,augmented/train/queen of diamonds/020_rot90_clean.png,queen of diamonds,queen,augmented_train
20,augmented/train/nine of hearts/020_rot90_clean.png,nine of hearts,nine,augmented_train
45,augmented/train/king of hearts/023_rot90_noisy.png,king of hearts,king,augmented_train
3,augmented/train/jack of spades/028_rot90_clean.png,jack of spades,jack,augmented_train
46,augmented/train/ace of diamonds/014_rot180_noisy.png,ace of diamonds,ace,augmented_train
29,augmented/train/three of diamonds/014_rot90_noisy.png,three of diamonds,three,augmented_train
35,augmented/train/two of hearts/025_rot90_noisy.png,two of hearts,two,augmented_train
0,augmented/train/eight of spades/026_rot270_noisy.png,eight of spades,eight,augmented_train
50,augmented/train/nine of diamonds/021_rot90_clean.png,nine of diamonds,nine,augmented_train
26,augmented/train/ten of clubs/025_rot270_noisy.png,ten of clubs,ten,augmented_train
6,augmented/train/three of spades/017_rot90_clean.png,three of spades,three,augmented_train
10,augmented/train/ten of spades/027_rot180_clean.png,ten of spades,ten,augmented_train
19,augmented/train/ace of hearts/035_rot90_noisy.png,ace of hearts,ace,augmented_train
6,augmented/train/three of spades/018_rot180_noisy.png,three of spades,three,augmented_train
38,augmented/train/six of spades/024_rot180_noisy.png,six of spades,six,augmented_train
6,augmented/train/three of spades/019_rot180_clean.png,three of spades,three,augmented_train
27,augmented/train/seven of hearts/019_rot90_clean.png,seven of hearts,seven,augmented_train
3,augmented/train/jack of spades/029_rot180_noisy.png,jack of spades,jack,augmented_train
5,augmented/train/five of diamonds/027_rot180_noisy.png,five of diamonds,five,augmented_train
0,augmented/train/eight of spades/027_rot270_noisy.png,eight of spades,eight,augmented_train
52,augmented/train/queen of clubs/021_rot270_noisy.png,queen of clubs,queen,augmented_train
36,augmented/train/eight of clubs/028_rot90_clean.png,eight of clubs,eight,augmented_train
29,augmented/train/three of diamonds/015_rot180_clean.png,three of diamonds,three,augmented_train
47,augmented/train/five of spades/024_rot180_noisy.png,five of spades,five,augmented_train
44,augmented/train/ten of hearts/026_rot270_clean.png,ten of hearts,ten,augmented_train
1,augmented/train/king of clubs/018_rot270_clean.png,king of clubs,king,augmented_train
37,augmented/train/seven of spades/024_rot90_noisy.png,seven of spades,seven,augmented_train
8,augmented/train/eight of diamonds/035_rot270_clean.png,eight of diamonds,eight,augmented_train
3,augmented/train/jack of spades/030_rot90_clean.png,jack of spades,jack,augmented_train
10,augmented/train/ten of spades/028_rot90_clean.png,ten of spades,ten,augmented_train
16,augmented/train/six of hearts/021_rot270_clean.png,six of hearts,six,augmented_train
23,augmented/train/jack of diamonds/026_rot270_noisy.png,jack of diamonds,jack,augmented_train
26,augmented/train/ten of clubs/026_rot180_noisy.png,ten of clubs,ten,augmented_train
29,augmented/train/three of diamonds/016_rot90_noisy.png,three of diamonds,three,augmented_train
7,augmented/train/jack of clubs/029_rot270_noisy.png,jack of clubs,jack,augmented_train
42,augmented/train/seven of diamonds/028_rot270_clean.png,seven of diamonds,seven,augmented_train
30,augmented/train/queen of spades/032_rot180_clean.png,queen of spades,queen,augmented_train
52,augmented/train/queen of clubs/022_rot270_noisy.png,queen of clubs,queen,augmented_train
30,augmented/train/queen of spades/033_rot270_noisy.png,queen of spades,queen,augmented_train
46,augmented/train/ace of diamonds/015_rot180_noisy.png,ace of diamonds,ace,augmented_train
15,augmented/train/king of spades/029_rot90_noisy.png,king of spades,king,augmented_train
26,augmented/train/ten of clubs/027_rot270_clean.png,ten of clubs,ten,augmented_train
6,augmented/train/three of spades/020_rot270_noisy.png,three of spades,three,augmented_train
13,augmented/train/eight of hearts/024_rot90_noisy.png,eight of hearts,eight,augmented_train
30,augmented/train/queen of spades/034_rot270_noisy.png,queen of spades,queen,augmented_train
22,augmented/train/king of diamonds/026_rot180_noisy.png,king of diamonds,king,augmented_train
46,augmented/train/ace of diamonds/016_rot90_noisy.png,ace of diamonds,ace,augmented_train
51,augmented/train/two of clubs/015_rot90_noisy.png,two of clubs,two,augmented_train
3,augmented/train/jack of spades/031_rot270_noisy.png,jack of spades,jack,augmented_train
15,augmented/train/king of spades/031_rot180_noisy.png,king of spades,king,augmented_train
31,augmented/train/nine of clubs/018_rot90_clean.png,nine of clubs,nine,augmented_train
15,augmented/train/king of spades/030_rot270_clean.png,king of spades,king,augmented_train
23,augmented/train/jack of diamonds/027_rot90_clean.png,jack of diamonds,jack,augmented_train
49,augmented/train/seven of clubs/013_rot270_clean.png,seven of clubs,seven,augmented_train
24,augmented/train/queen of hearts/027_rot90_noisy.png,queen of hearts,queen,augmented_train
37,augmented/train/seven of spades/025_rot90_clean.png,seven of spades,seven,augmented_train
36,augmented/train/eight of clubs/029_rot180_noisy.png,eight of clubs,eight,augmented_train
13,augmented/train/eight of hearts/025_rot90_noisy.png,eight of hearts,eight,augmented_train
5,augmented/train/five of diamonds/028_rot180_clean.png,five of diamonds,five,augmented_train
18,augmented/train/nine of spades/024_rot180_clean.png,nine of spades,nine,augmented_train
6,augmented/train/three of spades/021_rot90_noisy.png,three of spades,three,augmented_train
41,augmented/train/six of diamonds/020_rot90_noisy.png,six of diamonds,six,augmented_train
12,augmented/train/five of hearts/021_rot90_clean.png,five of hearts,five,augmented_train
24,augmented/train/queen of hearts/028_rot180_noisy.png,queen of hearts,queen,augmented_train
0,augmented/train/eight of spades/028_rot90_clean.png,eight of spades,eight,augmented_train
2,augmented/train/jack of hearts/027_rot180_clean.png,jack of hearts,jack,augmented_train
50,augmented/train/nine of diamonds/022_rot90_noisy.png,nine of diamonds,nine,augmented_train
19,augmented/train/ace of hearts/036_rot90_noisy.png,ace of hearts,ace,augmented_train
52,augmented/train/queen of clubs/023_rot90_clean.png,queen of clubs,queen,augmented_train
8,augmented/train/eight of diamonds/036_rot270_noisy.png,eight of diamonds,eight,augmented_train
27,augmented/train/seven of hearts/020_rot180_clean.png,seven of hearts,seven,augmented_train
37,augmented/train/seven of spades/026_rot180_noisy.png,seven of spades,seven,augmented_train
21,augmented/train/joker/018_rot180_clean.png,joker,joker,augmented_train
30,augmented/train/queen of spades/035_rot180_clean.png,queen of spades,queen,augmented_train
9,augmented/train/four of hearts/028_rot180_noisy.png,four of hearts,four,augmented_train
12,augmented/train/five of hearts/022_rot270_clean.png,five of hearts,five,augmented_train
46,augmented/train/ace of diamonds/017_rot180_noisy.png,ace of diamonds,ace,augmented_train
50,augmented/train/nine of diamonds/023_rot90_noisy.png,nine of diamonds,nine,augmented_train
7,augmented/train/jack of clubs/030_rot180_clean.png,jack of clubs,jack,augmented_train
39,augmented/train/five of clubs/031_rot90_noisy.png,five of clubs,five,augmented_train
20,augmented/train/nine of hearts/021_rot270_clean.png,nine of hearts,nine,augmented_train
25,augmented/train/four of spades/018_rot270_clean.png,four of spades,four,augmented_train
12,augmented/train/five of hearts/023_rot270_clean.png,five of hearts,five,augmented_train
6,augmented/train/three of spades/022_rot90_noisy.png,three of spades,three,augmented_train
52,augmented/train/queen of clubs/024_rot90_noisy.png,queen of clubs,queen,augmented_train
12,augmented/train/five of hearts/024_rot90_noisy.png,five of hearts,five,augmented_train
3,augmented/train/jack of spades/032_rot90_clean.png,jack of spades,jack,augmented_train
1,augmented/train/king of clubs/019_rot270_noisy.png,king of clubs,king,augmented_train
43,augmented/train/six of clubs/033_rot180_clean.png,six of clubs,six,augmented_train
4,augmented/train/ace of spades/030_rot270_noisy.png,ace of spades,ace,augmented_train
51,augmented/train/two of clubs/016_rot270_noisy.png,two of clubs,two,augmented_train
42,augmented/train/seven of diamonds/029_rot270_noisy.png,seven of diamonds,seven,augmented_train
37,augmented/train/seven of spades/027_rot90_clean.png,seven of spades,seven,augmented_train
11,augmented/train/four of diamonds/022_rot270_noisy.png,four of diamonds,four,augmented_train
8,augmented/train/eight of diamonds/037_rot180_clean.png,eight of diamonds,eight,augmented_train
4,augmented/train/ace of spades/031_rot270_clean.png,ace of spades,ace,augmented_train
39,augmented/train/five of clubs/032_rot270_noisy.png,five of clubs,five,augmented_train
4,augmented/train/ace of spades/032_rot270_noisy.png,ace of spades,ace,augmented_train
20,augmented/train/nine of hearts/022_rot180_noisy.png,nine of hearts,nine,augmented_train
52,augmented/train/queen of clubs/025_rot270_clean.png,queen of clubs,queen,augmented_train
47,augmented/train/five of spades/025_rot180_clean.png,five of spades,five,augmented_train
52,augmented/train/queen of clubs/026_rot90_noisy.png,queen of clubs,queen,augmented_train
46,augmented/train/ace of diamonds/018_rot180_clean.png,ace of diamonds,ace,augmented_train
6,augmented/train/three of spades/023_rot90_noisy.png,three of spades,three,augmented_train
15,augmented/train/king of spades/032_rot180_clean.png,king of spades,king,augmented_train
17,augmented/train/two of spades/029_rot270_noisy.png,two of spades,two,augmented_train
5,augmented/train/five of diamonds/029_rot270_noisy.png,five of diamonds,five,augmented_train
39,augmented/train/five of clubs/033_rot180_clean.png,five of clubs,five,augmented_train
29,augmented/train/three of diamonds/017_rot270_clean.png,three of diamonds,three,augmented_train
19,augmented/train/ace of hearts/037_rot180_clean.png,ace of hearts,ace,augmented_train
30,augmented/train/queen of spades/036_rot270_noisy.png,queen of spades,queen,augmented_train
11,augmented/train/four of diamonds/023_rot270_noisy.png,four of diamonds,four,augmented_train
41,augmented/train/six of diamonds/021_rot90_clean.png,six of diamonds,six,augmented_train
23,augmented/train/jack of diamonds/028_rot270_clean.png,jack of diamonds,jack,augmented_train
50,augmented/train/nine of diamonds/024_rot90_clean.png,nine of diamonds,nine,augmented_train
26,augmented/train/ten of clubs/028_rot90_noisy.png,ten of clubs,ten,augmented_train
52,augmented/train/queen of clubs/027_rot270_noisy.png,queen of clubs,queen,augmented_train
22,augmented/train/king of diamonds/027_rot180_noisy.png,king of diamonds,king,augmented_train
43,augmented/train/six of clubs/034_rot270_noisy.png,six of clubs,six,augmented_train
21,augmented/train/joker/019_rot90_noisy.png,joker,joker,augmented_train
10,augmented/train/ten of spades/029_rot270_noisy.png,ten of spades,ten,augmented_train
34,augmented/train/three of hearts/014_rot180_noisy.png,three of hearts,three,augmented_train
27,augmented/train/seven of hearts/021_rot90_noisy.png,seven of hearts,seven,augmented_train
24,augmented/train/queen of hearts/029_rot270_clean.png,queen of hearts,queen,augmented_train
37,augmented/train/seven of spades/028_rot90_noisy.png,seven of spades,seven,augmented_train
5,augmented/train/five of diamonds/030_rot90_clean.png,five of diamonds,five,augmented_train
5,augmented/train/five of diamonds/031_rot90_clean.png,five of diamonds,five,augmented_train
12,augmented/train/five of hearts/025_rot270_clean.png,five of hearts,five,augmented_train
4,augmented/train/ace of spades/033_rot180_noisy.png,ace of spades,ace,augmented_train
19,augmented/train/ace of hearts/038_rot90_clean.png,ace of hearts,ace,augmented_train
52,augmented/train/queen of clubs/028_rot270_clean.png,queen of clubs,queen,augmented_train
13,augmented/train/eight of hearts/026_rot180_clean.png,eight of hearts,eight,augmented_train
12,augmented/train/five of hearts/026_rot180_noisy.png,five of hearts,five,augmented_train
43,augmented/train/six of clubs/035_rot180_clean.png,six of clubs,six,augmented_train
1,augmented/train/king of clubs/020_rot180_clean.png,king of clubs,king,augmented_train
20,augmented/train/nine of hearts/023_rot90_clean.png,nine of hearts,nine,augmented_train
5,augmented/train/five of diamonds/032_rot90_clean.png,five of diamonds,five,augmented_train
43,augmented/train/six of clubs/036_rot180_clean.png,six of clubs,six,augmented_train
19,augmented/train/ace of hearts/039_rot180_noisy.png,ace of hearts,ace,augmented_train
32,augmented/train/queen of diamonds/021_rot180_clean.png,queen of diamonds,queen,augmented_train
46,augmented/train/ace of diamonds/019_rot270_noisy.png,ace of diamonds,ace,augmented_train
8,augmented/train/eight of diamonds/038_rot180_noisy.png,eight of diamonds,eight,augmented_train
2,augmented/train/jack of hearts/029_rot90_clean.png,jack of hearts,jack,augmented_train
17,augmented/train/two of spades/030_rot270_noisy.png,two of spades,two,augmented_train
2,augmented/train/jack of hearts/028_rot90_noisy.png,jack of hearts,jack,augmented_train
37,augmented/train/seven of spades/029_rot180_noisy.png,seven of spades,seven,augmented_train
16,augmented/train/six of hearts/022_rot180_noisy.png,six of hearts,six,augmented_train
32,augmented/train/queen of diamonds/022_rot180_clean.png,queen of diamonds,queen,augmented_train
7,augmented/train/jack of clubs/031_rot90_noisy.png,jack of clubs,jack,augmented_train
33,augmented/train/four of clubs/028_rot270_noisy.png,four of clubs,four,augmented_train
52,augmented/train/queen of clubs/029_rot270_clean.png,queen of clubs,queen,augmented_train
27,augmented/train/seven of hearts/022_rot180_clean.png,seven of hearts,seven,augmented_train
0,augmented/train/eight of spades/029_rot270_noisy.png,eight of spades,eight,augmented_train
28,augmented/train/two of diamonds/022_rot270_clean.png,two of diamonds,two,augmented_train
23,augmented/train/jack of diamonds/029_rot90_noisy.png,jack of diamonds,jack,augmented_train
48,augmented/train/ace of clubs/022_rot180_noisy.png,ace of clubs,ace,augmented_train
47,augmented/train/five of spades/026_rot270_clean.png,five of spades,five,augmented_train
25,augmented/train/four of spades/019_rot270_noisy.png,four of spades,four,augmented_train
37,augmented/train/seven of spades/030_rot270_clean.png,seven of spades,seven,augmented_train
5,augmented/train/five of diamonds/033_rot90_noisy.png,five of diamonds,five,augmented_train
2,augmented/train/jack of hearts/030_rot180_clean.png,jack of hearts,jack,augmented_train
52,augmented/train/queen of clubs/030_rot270_noisy.png,queen of clubs,queen,augmented_train
52,augmented/train/queen of clubs/031_rot180_clean.png,queen of clubs,queen,augmented_train
20,augmented/train/nine of hearts/024_rot270_noisy.png,nine of hearts,nine,augmented_train
16,augmented/train/six of hearts/023_rot180_noisy.png,six of hearts,six,augmented_train
5,augmented/train/five of diamonds/034_rot90_noisy.png,five of diamonds,five,augmented_train
33,augmented/train/four of clubs/029_rot90_clean.png,four of clubs,four,augmented_train
21,augmented/train/joker/020_rot180_clean.png,joker,joker,augmented_train
14,augmented/train/ten of diamonds/025_rot180_noisy.png,ten of diamonds,ten,augmented_train
48,augmented/train/ace of clubs/023_rot270_noisy.png,ace of clubs,ace,augmented_train
50,augmented/train/nine of diamonds/025_rot270_noisy.png,nine of diamonds,nine,augmented_train
41,augmented/train/six of diamonds/022_rot180_clean.png,six of diamonds,six,augmented_train
47,augmented/train/five of spades/027_rot270_clean.png,five of spades,five,augmented_train
29,augmented/train/three of diamonds/018_rot180_noisy.png,three of diamonds,three,augmented_train
27,augmented/train/seven of hearts/023_rot90_noisy.png,seven of hearts,seven,augmented_train
47,augmented/train/five of spades/028_rot90_clean.png,five of spades,five,augmented_train
30,augmented/train/queen of spades/037_rot90_clean.png,queen of spades,queen,augmented_train
52,augmented/train/queen of clubs/032_rot270_clean.png,queen of clubs,queen,augmented_train
24,augmented/train/queen of hearts/030_rot90_clean.png,queen of hearts,queen,augmented_train
8,augmented/train/eight of diamonds/039_rot180_noisy.png,eight of diamonds,eight,augmented_train
50,augmented/train/nine of diamonds/026_rot180_noisy.png,nine of diamonds,nine,augmented_train
18,augmented/train/nine of spades/025_rot90_clean.png,nine of spades,nine,augmented_train
6,augmented/train/three of spades/024_rot270_noisy.png,three of spades,three,augmented_train
47,augmented/train/five of spades/029_rot90_clean.png,five of spades,five,augmented_train
4,augmented/train/ace of spades/034_rot180_clean.png,ace of spades,ace,augmented_train
29,augmented/train/three of diamonds/019_rot180_noisy.png,three of diamonds,three,augmented_train
31,augmented/train/nine of clubs/019_rot90_noisy.png,nine of clubs,nine,augmented_train
13,augmented/train/eight of hearts/027_rot90_clean.png,eight of hearts,eight,augmented_train
38,augmented/train/six of spades/025_rot90_clean.png,six of spades,six,augmented_train
20,augmented/train/nine of hearts/025_rot180_noisy.png,nine of hearts,nine,augmented_train
50,augmented/train/nine of diamonds/027_rot270_clean.png,nine of diamonds,nine,augmented_train
25,augmented/train/four of spades/020_rot90_clean.png,four of spades,four,augmented_train
42,augmented/train/seven of diamonds/030_rot180_noisy.png,seven of diamonds,seven,augmented_train
31,augmented/train/nine of clubs/020_rot180_noisy.png,nine of clubs,nine,augmented_train
32,augmented/train/queen of diamonds/023_rot90_noisy.png,queen of diamonds,queen,augmented_train
2,augmented/train/jack of hearts/031_rot180_clean.png,jack of hearts,jack,augmented_train
29,augmented/train/three of diamonds/020_rot90_clean.png,three of diamonds,three,augmented_train
13,augmented/train/eight of hearts/028_rot270_noisy.png,eight of hearts,eight,augmented_train
24,augmented/train/queen of hearts/032_rot90_noisy.png,queen of hearts,queen,augmented_train
26,augmented/train/ten of clubs/029_rot90_clean.png,ten of clubs,ten,augmented_train
12,augmented/train/five of hearts/027_rot180_clean.png,five of hearts,five,augmented_train
0,augmented/train/eight of spades/030_rot180_clean.png,eight of spades,eight,augmented_train
19,augmented/train/ace of hearts/040_rot90_clean.png,ace of hearts,ace,augmented_train
13,augmented/train/eight of hearts/029_rot270_noisy.png,eight of hearts,eight,augmented_train
42,augmented/train/seven of diamonds/031_rot270_noisy.png,seven of diamonds,seven,augmented_train
9,augmented/train/four of hearts/029_rot270_noisy.png,four of hearts,four,augmented_train
24,augmented/train/queen of hearts/031_rot90_noisy.png,queen of hearts,queen,augmented_train
44,augmented/train/ten of hearts/027_rot270_clean.png,ten of hearts,ten,augmented_train
44,augmented/train/ten of hearts/028_rot90_clean.png,ten of hearts,ten,augmented_train
18,augmented/train/nine of spades/026_rot180_clean.png,nine of spades,nine,augmented_train
13,augmented/train/eight of hearts/030_rot90_noisy.png,eight of hearts,eight,augmented_train
8,augmented/train/eight of diamonds/040_rot270_noisy.png,eight of diamonds,eight,augmented_train
25,augmented/train/four of spades/021_rot270_noisy.png,four of spades,four,augmented_train
24,augmented/train/queen of hearts/033_rot90_noisy.png,queen of hearts,queen,augmented_train
40,augmented/train/three of clubs/027_rot180_clean.png,three of clubs,three,augmented_train
20,augmented/train/nine of hearts/026_rot90_noisy.png,nine of hearts,nine,augmented_train
29,augmented/train/three of diamonds/021_rot90_clean.png,three of diamonds,three,augmented_train
20,augmented/train/nine of hearts/027_rot180_noisy.png,nine of hearts,nine,augmented_train
45,augmented/train/king of hearts/024_rot270_clean.png,king of hearts,king,augmented_train
1,augmented/train/king of clubs/021_rot270_clean.png,king of clubs,king,augmented_train
8,augmented/train/eight of diamonds/041_rot180_noisy.png,eight of diamonds,eight,augmented_train
33,augmented/train/four of clubs/030_rot90_clean.png,four of clubs,four,augmented_train
27,augmented/train/seven of hearts/024_rot180_clean.png,seven of hearts,seven,augmented_train
26,augmented/train/ten of clubs/030_rot180_clean.png,ten of clubs,ten,augmented_train
42,augmented/train/seven of diamonds/032_rot90_noisy.png,seven of diamonds,seven,augmented_train
18,augmented/train/nine of spades/027_rot180_clean.png,nine of spades,nine,augmented_train
41,augmented/train/six of diamonds/023_rot270_noisy.png,six of diamonds,six,augmented_train
23,augmented/train/jack of diamonds/030_rot270_noisy.png,jack of diamonds,jack,augmented_train
52,augmented/train/queen of clubs/033_rot270_noisy.png,queen of clubs,queen,augmented_train
37,augmented/train/seven of spades/031_rot90_noisy.png,seven of spades,seven,augmented_train
34,augmented/train/three of hearts/015_rot270_clean.png,three of hearts,three,augmented_train
2,augmented/train/jack of hearts/032_rot90_clean.png,jack of hearts,jack,augmented_train
50,augmented/train/nine of diamonds/028_rot90_noisy.png,nine of diamonds,nine,augmented_train
49,augmented/train/seven of clubs/014_rot180_clean.png,seven of clubs,seven,augmented_train
30,augmented/train/queen of spades/038_rot90_clean.png,queen of spades,queen,augmented_train
41,augmented/train/six of diamonds/024_rot270_clean.png,six of diamonds,six,augmented_train
39,augmented/train/five of clubs/034_rot90_clean.png,five of clubs,five,augmented_train
33,augmented/train/four of clubs/031_rot270_clean.png,four of clubs,four,augmented_train
20,augmented/train/nine of hearts/028_rot180_noisy.png,nine of hearts,nine,augmented_train
11,augmented/train/four of diamonds/024_rot270_noisy.png,four of diamonds,four,augmented_train
36,augmented/train/eight of clubs/030_rot90_noisy.png,eight of clubs,eight,augmented_train
25,augmented/train/four of spades/022_rot180_clean.png,four of spades,four,augmented_train
28,augmented/train/two of diamonds/023_rot90_noisy.png,two of diamonds,two,augmented_train
0,augmented/train/eight of spades/031_rot270_noisy.png,eight of spades,eight,augmented_train
47,augmented/train/five of spades/030_rot270_noisy.png,five of spades,five,augmented_train
19,augmented/train/ace of hearts/041_rot180_noisy.png,ace of hearts,ace,augmented_train
28,augmented/train/two of diamonds/024_rot90_noisy.png,two of diamonds,two,augmented_train
30,augmented/train/queen of spades/039_rot90_noisy.png,queen of spades,queen,augmented_train
25,augmented/train/four of spades/023_rot90_clean.png,four of spades,four,augmented_train
6,augmented/train/three of spades/025_rot90_noisy.png,three of spades,three,augmented_train
5,augmented/train/five of diamonds/035_rot90_clean.png,five of diamonds,five,augmented_train
46,augmented/train/ace of diamonds/020_rot90_clean.png,ace of diamonds,ace,augmented_train
28,augmented/train/two of diamonds/025_rot270_noisy.png,two of diamonds,two,augmented_train
41,augmented/train/six of diamonds/025_rot180_noisy.png,six of diamonds,six,augmented_train
51,augmented/train/two of clubs/017_rot270_noisy.png,two of clubs,two,augmented_train
36,augmented/train/eight of clubs/032_rot90_noisy.png,eight of clubs,eight,augmented_train
26,augmented/train/ten of clubs/031_rot90_clean.png,ten of clubs,ten,augmented_train
32,augmented/train/queen of diamonds/025_rot180_clean.png,queen of diamonds,queen,augmented_train
9,augmented/train/four of hearts/031_rot270_clean.png,four of hearts,four,augmented_train
32,augmented/train/queen of diamonds/024_rot180_noisy.png,queen of diamonds,queen,augmented_train
9,augmented/train/four of hearts/030_rot90_noisy.png,four of hearts,four,augmented_train
36,augmented/train/eight of clubs/031_rot90_clean.png,eight of clubs,eight,augmented_train
39,augmented/train/five of clubs/035_rot270_clean.png,five of clubs,five,augmented_train
36,augmented/train/eight of clubs/033_rot180_noisy.png,eight of clubs,eight,augmented_train
16,augmented/train/six of hearts/024_rot270_clean.png,six of hearts,six,augmented_train
43,augmented/train/six of clubs/037_rot270_clean.png,six of clubs,six,augmented_train
3,augmented/train/jack of spades/033_rot180_clean.png,jack of spades,jack,augmented_train
26,augmented/train/ten of clubs/032_rot270_noisy.png,ten of clubs,ten,augmented_train
47,augmented/train/five of spades/031_rot270_clean.png,five of spades,five,augmented_train
44,augmented/train/ten of hearts/029_rot180_noisy.png,ten of hearts,ten,augmented_train
24,augmented/train/queen of hearts/034_rot90_noisy.png,queen of hearts,queen,augmented_train
25,augmented/train/four of spades/024_rot90_clean.png,four of spades,four,augmented_train
13,augmented/train/eight of hearts/032_rot270_clean.png,eight of hearts,eight,augmented_train
5,augmented/train/five of diamonds/036_rot270_clean.png,five of diamonds,five,augmented_train
50,augmented/train/nine of diamonds/029_rot270_noisy.png,nine of diamonds,nine,augmented_train
13,augmented/train/eight of hearts/031_rot180_noisy.png,eight of hearts,eight,augmented_train
1,augmented/train/king of clubs/022_rot180_noisy.png,king of clubs,king,augmented_train
19,augmented/train/ace of hearts/042_rot270_noisy.png,ace of hearts,ace,augmented_train
36,augmented/train/eight of clubs/034_rot90_clean.png,eight of clubs,eight,augmented_train
16,augmented/train/six of hearts/025_rot90_noisy.png,six of hearts,six,augmented_train
35,augmented/train/two of hearts/026_rot180_clean.png,two of hearts,two,augmented_train
32,augmented/train/queen of diamonds/026_rot180_noisy.png,queen of diamonds,queen,augmented_train
40,augmented/train/three of clubs/028_rot270_clean.png,three of clubs,three,augmented_train
19,augmented/train/ace of hearts/043_rot180_clean.png,ace of hearts,ace,augmented_train
8,augmented/train/eight of diamonds/042_rot180_clean.png,eight of diamonds,eight,augmented_train
22,augmented/train/king of diamonds/028_rot180_clean.png,king of diamonds,king,augmented_train
39,augmented/train/five of clubs/036_rot90_clean.png,five of clubs,five,augmented_train
9,augmented/train/four of hearts/032_rot180_noisy.png,four of hearts,four,augmented_train
35,augmented/train/two of hearts/027_rot180_clean.png,two of hearts,two,augmented_train
34,augmented/train/three of hearts/016_rot90_clean.png,three of hearts,three,augmented_train
37,augmented/train/seven of spades/032_rot180_noisy.png,seven of spades,seven,augmented_train
28,augmented/train/two of diamonds/026_rot180_clean.png,two of diamonds,two,augmented_train
44,augmented/train/ten of hearts/030_rot180_clean.png,ten of hearts,ten,augmented_train
30,augmented/train/queen of spades/040_rot270_noisy.png,queen of spades,queen,augmented_train
18,augmented/train/nine of spades/028_rot90_noisy.png,nine of spades,nine,augmented_train
29,augmented/train/three of diamonds/022_rot270_clean.png,three of diamonds,three,augmented_train
7,augmented/train/jack of clubs/032_rot180_clean.png,jack of clubs,jack,augmented_train
32,augmented/train/queen of diamonds/027_rot90_clean.png,queen of diamonds,queen,augmented_train
6,augmented/train/three of spades/026_rot270_noisy.png,three of spades,three,augmented_train
12,augmented/train/five of hearts/028_rot270_clean.png,five of hearts,five,augmented_train
21,augmented/train/joker/021_rot270_noisy.png,joker,joker,augmented_train
16,augmented/train/six of hearts/026_rot90_clean.png,six of hearts,six,augmented_train
33,augmented/train/four of clubs/032_rot90_noisy.png,four of clubs,four,augmented_train
11,augmented/train/four of diamonds/025_rot270_noisy.png,four of diamonds,four,augmented_train
36,augmented/train/eight of clubs/035_rot270_noisy.png,eight of clubs,eight,augmented_train
14,augmented/train/ten of diamonds/026_rot180_clean.png,ten of diamonds,ten,augmented_train
25,augmented/train/four of spades/025_rot90_noisy.png,four of spades,four,augmented_train
1,augmented/train/king of clubs/023_rot180_clean.png,king of clubs,king,augmented_train
27,augmented/train/seven of hearts/025_rot270_clean.png,seven of hearts,seven,augmented_train
51,augmented/train/two of clubs/019_rot90_clean.png,two of clubs,two,augmented_train
51,augmented/train/two of clubs/018_rot270_noisy.png,two of clubs,two,augmented_train
48,augmented/train/ace of clubs/024_rot180_clean.png,ace of clubs,ace,augmented_train
20,augmented/train/nine of hearts/029_rot90_clean.png,nine of hearts,nine,augmented_train
41,augmented/train/six of diamonds/026_rot270_noisy.png,six of diamonds,six,augmented_train
38,augmented/train/six of spades/026_rot180_noisy.png,six of spades,six,augmented_train
25,augmented/train/four of spades/026_rot180_noisy.png,four of spades,four,augmented_train
32,augmented/train/queen of diamonds/028_rot270_noisy.png,queen of diamonds,queen,augmented_train
19,augmented/train/ace of hearts/044_rot180_noisy.png,ace of hearts,ace,augmented_train
19,augmented/train/ace of hearts/045_rot90_noisy.png,ace of hearts,ace,augmented_train
37,augmented/train/seven of spades/033_rot180_noisy.png,seven of spades,seven,augmented_train
27,augmented/train/seven of hearts/026_rot180_clean.png,seven of hearts,seven,augmented_train
10,augmented/train/ten of spades/030_rot270_noisy.png,ten of spades,ten,augmented_train
34,augmented/train/three of hearts/017_rot270_noisy.png,three of hearts,three,augmented_train
48,augmented/train/ace of clubs/025_rot90_clean.png,ace of clubs,ace,augmented_train
